2.624803350000000250e+02
3.574899350000000027e+02
4.579701529999999821e+02
5.623061299999999392e+02
6.688166330000000244e+02
7.864815200000000459e+02
9.010314829999999802e+02
1.016807030000000054e+03
1.134771729999999934e+03
1.260567310000000134e+03
1.380669859999999971e+03
1.501080870000000004e+03
1.620600360000000137e+03
1.748702800000000025e+03
1.866314100000000053e+03
1.983024310000000014e+03
2.098717259999999897e+03
2.212723060000000260e+03
2.329892829999999776e+03
2.435613979999999628e+03
2.537648429999999735e+03
